Accuracy,Precision,Recall,F1-Score,AUC,Params,CNN
0.65,0.7426406268744187,0.65,0.6932390139324882,0.8581676666666666,[128-64],276676
0.723,0.8044218696526885,0.723,0.7615407678968742,0.9255606666666666,"[32-512, 256-32]",1523076
0.523,0.6662402591092766,0.523,0.5859937095892311,0.8056641666666666,[64-512],1905028
