Accuracy,Precision,Recall,F1-Score,AUC,Params,CNN
0.37540983606557377,0.43380775806889327,0.37540983606557377,0.4025016275500201,0.833605213652244,"[max, mean, mean, 128-256, 128-128]",825739
0.7819672131147541,0.7963598295498092,0.7819672131147541,0.7890978988718387,0.9759252889008332,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.7344262295081967,0.7654478142319932,0.7344262295081967,0.7496162153587774,0.9656331631281914,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.4377049180327869,0.4662161663986334,0.4377049180327869,0.45151089495259183,0.8158919645256653,"[512-32, 256-32]",706059
0.7622950819672131,0.7684843173392902,0.7622950819672131,0.7653771875190708,0.9725640956732062,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.37540983606557377,0.44099813888103484,0.37540983606557377,0.40556938222799543,0.78890365493147,[128-128],1288587
0.6950819672131148,0.7773656784293493,0.6950819672131148,0.7339247226964997,0.8665693361999462,[mean],60379
0.7311475409836066,0.7493042239562445,0.7311475409836066,0.740114543098939,0.9546573501746841,"[256-512, mean, mean, 32-512, mean]",1873835
0.4278688524590164,0.48656741132723985,0.4278688524590164,0.4553341729177153,0.8109525665143779,"[256-32, 64-128]",1341835
0.7688524590163934,0.7881543131671706,0.7688524590163934,0.7783837457728335,0.9734232733136254,"[256-512, mean, mean, 32-512, mean, 512-256, 32-512]",5903435
0.4377049180327869,0.4576736281983915,0.4377049180327869,0.44746660227577717,0.8359805159903251,"[128-256, mean]",888459
0.7704918032786885,0.787463608338318,0.7704918032786885,0.7788852634430689,0.9782112335393711,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.7442622950819672,0.7805121120438896,0.7442622950819672,0.761956304007023,0.967454447729105,"[256-512, mean, max, mean, 32-512, mean, 32-512]",2389067
0.3360655737704918,0.42681866194434825,0.3360655737704918,0.376044101600488,0.8046836871808655,"[mean, 128-512, 128-512]",3189515
0.6163934426229508,0.7601286483645258,0.6163934426229508,0.6807566946718956,0.8204072829884439,[mean],60379
0.8360655737704918,0.8443943088839323,0.8360655737704918,0.840209301789992,0.9889466541252352,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.38524590163934425,0.43912403371020853,0.38524590163934425,0.41042431812233077,0.8034348293469498,[128-64],660747
0.48360655737704916,0.4812048337650747,0.48360655737704916,0.48240270624259773,0.8295530771298039,[32-512],4588587
0.8327868852459016,0.8361812903078241,0.8327868852459016,0.8344806359477946,0.9849110454178984,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.10819672131147541,0.011706530502553077,0.10819672131147541,0.021127170433601707,0.4770314431604407,"[64-512, 256-32, 256-32]",2025931
0.8295081967213115,0.8362550812467233,0.8295081967213115,0.8328679754426843,0.9861128728836335,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.4245901639344262,0.4408401884663901,0.4245901639344262,0.43256261435845467,0.7864238108035474,[128-128],1288587
0.6901639344262295,0.7559778485853444,0.6901639344262295,0.721573295852364,0.8595956732061274,[mean],60379
0.7737704918032787,0.7731324746900166,0.7737704918032787,0.7734513516721903,0.9697663262563827,"[256-512, mean, mean, 32-512, mean]",1873835
0.8245901639344262,0.8298085644175919,0.8245901639344262,0.8271911340851803,0.9802839290513303,"[256-512, mean, 32-512, mean, mean, 32-512]",2434123
0.8081967213114755,0.8169311938370989,0.8081967213114755,0.8125404852649417,0.9828684493415749,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.3622950819672131,0.46512812996670094,0.3622950819672131,0.40732150498335695,0.8186705186777748,"[256-512, mean, 256-32, mean]",2551339
0.8360655737704918,0.8391848954620357,0.8360655737704918,0.837622330522818,0.9848284063423811,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.8377049180327869,0.8384263013080631,0.8377049180327869,0.838065454433823,0.9870124966406878,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.3918032786885246,0.47404562889681096,0.3918032786885246,0.4290185736162724,0.8436721311475409,"[32-512, mean, 32-512, mean, 32-512]",1569643
0.8163934426229508,0.8172707984594892,0.8163934426229508,0.8168318849501958,0.9818249126578876,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.4163934426229508,0.5248036614881527,0.4163934426229508,0.4643550269198148,0.8475068529965064,"[128-32, 32-128, 512-64, max]",1155819
0.8016393442622951,0.8091294842099003,0.8016393442622951,0.8053669995098368,0.9799975812953508,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.8032786885245902,0.8125477118307853,0.8032786885245902,0.8078866147743821,0.9814333512496641,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.8377049180327869,0.840570637623308,0.8377049180327869,0.8391353311652381,0.9848519215264714,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.8213114754098361,0.8228140567243749,0.8213114754098361,0.8220620794557237,0.9850026874496105,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.6573770491803279,0.6603791288912,0.6573770491803279,0.6588746694036877,0.9467183552808385,"[mean, 32-64, mean, 32-64, 64-32, mean]",131371
0.839344262295082,0.8434496608015419,0.839344262295082,0.8413919537167928,0.9875017468422467,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.7655737704918033,0.7823261033314087,0.7655737704918033,0.773859284841561,0.9748476216070948,"[256-512, mean, max, mean, 32-512, mean, 32-512]",2389067
0.6032786885245902,0.5969907778305755,0.6032786885245902,0.600118262784057,0.9141025262026338,"[32-256, mean, mean]",228651
0.7885245901639344,0.806902575723509,0.7885245901639344,0.7976077334381945,0.9764302606826122,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.7344262295081967,0.7625631567435306,0.7344262295081967,0.7482302668441821,0.9639200483740931,"[256-512, mean, max, mean, 32-512, mean, 32-512]",2389067
0.8245901639344262,0.8283949218072628,0.8245901639344262,0.8264881640707585,0.9802214458478903,"[256-512, mean, 32-512, mean, mean, 32-512]",2434123
0.6967213114754098,0.711962644298974,0.6967213114754098,0.704259525671673,0.9507355549583445,"[mean, 512-128, mean, 512-128, mean]",1937803
0.8557377049180328,0.8625043428286838,0.8557377049180328,0.8591076999680698,0.9893782585326526,"[512-128, 32-128, 256-512, mean, 32-512, mean, 32-512, mean]",3532523
0.7295081967213115,0.7449357977537985,0.7295081967213115,0.73714128516083,0.8826514377855414,[max],60379
0.6901639344262295,0.7882211191186035,0.6901639344262295,0.7359405960772505,0.8486001074979844,[max],60379
0.6819672131147541,0.6926396441851884,0.6819672131147541,0.687261998336879,0.9516538564901909,"[32-256, mean, 512-128, mean, mean]",1908907
0.7032786885245902,0.7064489432869097,0.7032786885245902,0.7048602512046577,0.9586253695243215,"[mean, 32-64, mean, 32-64, 64-32, mean]",131371
0.8016393442622951,0.8049175151198281,0.8016393442622951,0.8032750851458287,0.9812769416823434,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.780327868852459,0.7917871991668876,0.780327868852459,0.786015769811261,0.964723730180059,"[256-512, mean, mean, 32-512, mean]",1873835
0.7475409836065574,0.7703044156233018,0.7475409836065574,0.7587520057361445,0.9679226014512228,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.8,0.805859863886319,0.8,0.802919240473269,0.9770902983069067,"[256-512, mean, mean, 32-512, mean]",1873835
0.8098360655737705,0.8212245704609523,0.8098360655737705,0.8154905592123545,0.9680478366030638,"[256-512, mean, mean, 32-512, mean]",1873835
0.7016393442622951,0.727011738469686,0.7016393442622951,0.7141002384926731,0.8664909970438054,[max],60379
0.6639344262295082,0.6909363049538408,0.6639344262295082,0.6771662987951667,0.9440733673743618,"[max, mean, mean, 128-256, 128-128]",825739
0.5459016393442623,0.5474486221541159,0.5459016393442623,0.5466740363351216,0.8854170921795217,"[128-64, 64-128, mean, 64-512]",1770123
0.7426229508196721,0.7609458608817099,0.7426229508196721,0.7516727617973797,0.8855884170921795,[mean],60379
0.7852459016393443,0.807129440626712,0.7852459016393443,0.7960373016611139,0.9740776672937383,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.7967213114754098,0.8054991521180976,0.7967213114754098,0.8010861868890462,0.9687401236226821,"[256-512, mean, mean, 32-512, mean]",1873835
0.6737704918032786,0.740587750004367,0.6737704918032786,0.7056008269958364,0.8396797903789304,[mean],60379
0.5672131147540984,0.5730092770142234,0.5672131147540984,0.5700964638910041,0.8950479709755442,"[max, 256-32, 32-32]",229419
0.42131147540983604,0.3945388874467653,0.42131147540983604,0.4074859026715133,0.7922417360924483,"[256-32, 64-128]",1198411
0.8262295081967214,0.8328020012774111,0.8262295081967214,0.8295027357964828,0.9828610588551465,"[512-128, 256-512, mean, 32-512, mean, 32-512, mean]",3441483
0.7508196721311475,0.7673591527932314,0.7508196721311475,0.7589993195113195,0.9650743079817252,"[256-512, mean, mean, 32-512, mean]",1873835
0.460655737704918,0.46966759243794215,0.460655737704918,0.4651180170605194,0.844114082235958,"[128-32, 32-128, 512-64, max]",1155819
0.6475409836065574,0.7315320099158626,0.6475409836065574,0.6869788031026344,0.9386535877452297,"[512-128, 256-512, mean, mean, 32-512, mean, mean, 32-512]",3396427
0.5491803278688525,0.5542761126871607,0.5491803278688525,0.5517164540578098,0.8945515990325182,"[128-64, 64-128, mean, 64-512]",1770123
0.6245901639344262,0.7693724110132846,0.6245901639344262,0.6894624704532514,0.8201776404192421,[max],60379
0.46229508196721314,0.46131824041277647,0.46229508196721314,0.46180614462131864,0.8053005912389143,[128-128],1288587
0.44098360655737706,0.4581857915068417,0.44098360655737706,0.4494201498561295,0.8040597957538297,[128-128],1288587
0.7,0.7207358281919682,0.7,0.7102165930121221,0.9558632088148348,"[256-512, mean, mean, 32-512, mean]",1873835
0.7983606557377049,0.8047442907712195,0.7983606557377049,0.8015397632954762,0.9780440741736093,"[512-128, 32-128, 256-512, 32-512, mean, 32-512, mean]",3757803
0.4,0.478596438669287,0.4,0.4357827258158835,0.8325925826390755,"[128-32, max]",139851
0.7983606557377049,0.8093869476475563,0.7983606557377049,0.8038359913071492,0.9752846009137327,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.2934426229508197,0.37215254612990734,0.2934426229508197,0.32814366554076024,0.7606191883902177,"[256-512, mean, mean, 32-64, mean]",1468395
0.7672131147540984,0.7927890904465685,0.7672131147540984,0.7797914456747083,0.9751582907820479,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.7819672131147541,0.8000160925432931,0.7819672131147541,0.7908886928143822,0.9765861327600106,"[mean, 32-64, mean, 32-512, mean, 32-512]",841707
0.7639344262295082,0.7810219853098657,0.7639344262295082,0.7723837096812718,0.9747538296156947,"[512-128, 256-512, 32-128, mean, 32-512, mean, mean, 32-512]",3385067
0.7754098360655738,0.7813087872163997,0.7754098360655738,0.7783481350467842,0.9775667831228165,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.7245901639344262,0.7308879474818167,0.7245901639344262,0.7277254306053808,0.9569719161515722,"[128-32, mean, 512-128, mean]",884555
0.5409836065573771,0.5359768482521607,0.5409836065573771,0.538468589266797,0.8694478634775598,"[32-256, mean]",642603
0.49508196721311476,0.5262524199093721,0.49508196721311476,0.5101915427197854,0.8744607632356893,"[max, mean, 32-512]",449067
0.40327868852459015,0.5721410975696064,0.40327868852459015,0.4730933589173853,0.8510772641762966,"[512-128, 32-128, 256-512, 32-32, 32-512, mean, 32-512, mean]",3547211
0.5557377049180328,0.5346914906502016,0.5557377049180328,0.5450114928338794,0.8670854608976082,"[256-512, mean]",2366731
0.5344262295081967,0.5663255631810383,0.5344262295081967,0.5499136815676218,0.8814259607632356,"[128-32, 32-128, 512-64, max]",1155819
0.759016393442623,0.763667324110367,0.759016393442623,0.761334755805659,0.9726890620800859,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.3622950819672131,0.3992440381413762,0.3622950819672131,0.3798732007430583,0.8045834453104005,"[128-32, max]",139851
0.6622950819672131,0.6662487410666393,0.6622950819672131,0.6642660286021125,0.932112738511153,"[256-512, mean, mean]",1538827
0.8049180327868852,0.8085556231359508,0.8049180327868852,0.8067327274719247,0.9813410373555496,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.7032786885245902,0.7316815599930157,0.7032786885245902,0.7171990282812365,0.9521435098091909,"[max, mean, 32-512, mean, 32-512]",784075
0.34098360655737703,0.39260435986951203,0.34098360655737703,0.36497777146075494,0.7886948400967482,"[128-32, max]",139851
0.7065573770491803,0.7618440851510817,0.7065573770491803,0.7331599325952844,0.9603926363880677,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.8,0.8033070903398988,0.8,0.8016501344551269,0.9785407148615963,"[256-512, mean, mean, 32-512, mean]",1873835
0.8278688524590164,0.8304507491654359,0.8278688524590164,0.8291577908888689,0.9848255845202902,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.7540983606557377,0.772773088297907,0.7540983606557377,0.7633215218526432,0.9643415748454717,"[mean, 32-64, mean, 128-256, 32-64, 64-32, mean]",586155
0.7639344262295082,0.7771433742458435,0.7639344262295082,0.7704822917044647,0.9727527546358505,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.6557377049180327,0.6664591826594004,0.6557377049180327,0.661054974436293,0.9391945713517871,"[256-512, mean, mean, mean]",1313547
0.7245901639344262,0.7826989394258171,0.7245901639344262,0.7525244514347271,0.9198544746036013,[128-64],660747
0.6409836065573771,0.7343725375029804,0.6409836065573771,0.6845074414772024,0.83493227626982,[max],60379
0.4377049180327869,0.47957910141324295,0.4377049180327869,0.45768622765518874,0.8556866433754368,"[128-64, 64-128, mean, 32-512, mean, 32-512]",1318027
0.6770491803278689,0.6878964207583269,0.6770491803278689,0.682429698962763,0.9361604407417362,"[256-512, mean, mean]",1538827
0.5081967213114754,0.5174445131248888,0.5081967213114754,0.5127789254206252,0.8902507390486428,"[max, mean, 32-512, mean, 32-512]",784075
0.7229508196721312,0.7231194357646918,0.7229508196721312,0.7230351178878426,0.9544224670787423,"[32-256, mean, 512-128, mean, mean]",1908907
0.7245901639344262,0.7544641579666045,0.7245901639344262,0.73922546293097,0.8689021768341844,"[128-32, max]",60379
0.7852459016393443,0.7985216069634294,0.7852459016393443,0.7918281134478858,0.9770231120666487,"[512-128, 512-256, 256-512, mean, mean, 32-512, mean, 32-512]",5608267
0.6868852459016394,0.6948216135041468,0.6868852459016394,0.690830636904879,0.9406550658425155,"[256-512, mean, mean]",1538827
0.6540983606557377,0.6515624699924722,0.6540983606557377,0.6528279526855296,0.9307364955657081,"[32-256, mean, mean]",228651
0.780327868852459,0.7832073982675677,0.780327868852459,0.781764981976187,0.9674823972050525,"[256-512, mean, mean, 32-512, mean]",1873835
0.8360655737704918,0.8382480292615488,0.8360655737704918,0.8371553791086643,0.9862152647137866,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.819672131147541,0.8266048699882459,0.819672131147541,0.8231239031253608,0.9698185971513034,"[256-512, mean, mean, 32-512, mean]",1873835
0.8065573770491803,0.8117044392394647,0.8065573770491803,0.8091227227416502,0.9804608976081699,"[mean, 32-64, mean, 32-512, mean, 32-512]",841707
0.839344262295082,0.8424555814792793,0.839344262295082,0.8408970439266725,0.9848959957000806,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.5524590163934426,0.5574576378283344,0.5524590163934426,0.5549470712133605,0.8972565170653051,"[128-64, 64-128, mean, 64-512]",1770123
0.6934426229508197,0.6990371025860858,0.6934426229508197,0.6962286244711133,0.9511862402579953,"[256-512, mean, mean, mean]",1313547
0.8377049180327869,0.8401551389764174,0.8377049180327869,0.8389282394451845,0.9849161515721581,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.5245901639344263,0.5191304806538086,0.5245901639344263,0.5218460425432669,0.8833327062617575,"[128-32, 32-128, 512-64, max]",1155819
0.8049180327868852,0.8085683487933025,0.8049180327868852,0.8067390615928787,0.9786611126041387,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.7524590163934426,0.7562957953470092,0.7524590163934426,0.7543725273861197,0.9633161784466541,"[256-512, mean, mean, 32-512, mean]",1873835
0.7213114754098361,0.7567641125559657,0.7213114754098361,0.7386126163090225,0.8672148615963451,[mean],60379
0.819672131147541,0.8229954957644205,0.819672131147541,0.8213304516217924,0.9800020155872078,"[256-512, mean, 32-512, mean, mean, 32-512]",2434123
0.7754098360655738,0.781106333045826,0.7754098360655738,0.7782476606107098,0.9677105616769686,"[256-512, mean, mean, 32-512, mean]",1873835
0.5721311475409836,0.5901089235852924,0.5721311475409836,0.5809809935357941,0.8990859983875303,"[max, mean, 32-512]",449067
0.8131147540983606,0.8165124398735198,0.8131147540983606,0.8148100549891358,0.9799548508465467,"[256-512, mean, 32-512, mean, mean, 32-512]",2434123
0.5672131147540984,0.5672056149135916,0.5672131147540984,0.5672093648090536,0.888282047836603,"[256-512, mean]",2366731
0.7016393442622951,0.746970512171915,0.7016393442622951,0.7235956569198947,0.8560491803278689,"[128-32, max]",60379
0.8360655737704918,0.8371525844001205,0.8360655737704918,0.8366087259956319,0.987390352055899,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.759016393442623,0.7606624411261604,0.759016393442623,0.7598385258220265,0.9664095673206127,"[256-512, mean, mean, 32-512, mean]",1873835
0.4491803278688525,0.4575064280205653,0.4491803278688525,0.4533051486757325,0.8341796560064498,"[128-32, 32-128, 512-64, max]",1155819
0.7836065573770492,0.7866151440117483,0.7836065573770492,0.7851079684283053,0.9789368449341574,"[512-128, 256-512, mean, 32-512, mean, mean, 32-512]",3441483
0.7459016393442623,0.7608564288620242,0.7459016393442623,0.7533048198897804,0.9639948938457403,"[max, mean, 32-512, mean, 32-512]",784075
0.8377049180327869,0.8457676457610842,0.8377049180327869,0.8417169743121793,0.9890090029561945,"[512-128, 256-512, mean, mean, 32-512, mean, 32-512]",3441483
0.5950819672131148,0.6166062598744586,0.5950819672131148,0.6056529359932362,0.9275458210158559,"[max, mean, mean, 32-512]",223787
0.8163934426229508,0.8242424331423918,0.8163934426229508,0.8202991626464703,0.9823198065036279,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.8163934426229508,0.8198147558561713,0.8163934426229508,0.8181005222545996,0.9798477559795754,"[256-512, mean, 32-512, mean, mean, 32-512]",2434123
0.5967213114754099,0.6217675020730923,0.5967213114754099,0.6089869929775545,0.9233181940338617,"[128-64, 64-128, 32-512, mean, 32-512, mean]",1318027
0.6049180327868853,0.6072686993075207,0.6049180327868853,0.6060910868467526,0.9026811341037356,"[256-512, mean, mean]",1538827
0.8,0.8081350797435385,0.8,0.8040469633905808,0.9829623757054555,"[512-128, 32-128, 256-512, 32-512, mean, 32-512, mean]",3757803
0.8049180327868852,0.8099510146619969,0.8049180327868852,0.8074266807025579,0.9822340768610589,"[256-512, mean, mean, 32-512, mean, 32-512]",2434123
0.8131147540983606,0.8168594758573448,0.8131147540983606,0.8149828133941852,0.9797358237033056,"[256-512, mean, 32-512, mean, mean, 32-512]",2434123
0.5147540983606558,0.5501646592617355,0.5147540983606558,0.5318706447813206,0.899278419779629,"[mean, mean, 32-512, 256-256, mean, 32-512]",2482635
