Accuracy,Precision,Recall,F1-Score,AUC,Params,CNN
0.8602767465406682,0.8693200493719755,0.8602767465406682,0.8647747562248235,0.9890627426577522,"[512-32, 32-64, mean, 32-512, mean]",662955
0.8962200472494094,0.8999294051444944,0.8962200472494094,0.8980708959655711,0.9938916587348767,"[256-512, mean, 512-128, mean, 512-128, mean]",5416843
0.9143323208459895,0.9178729481395101,0.9143323208459895,0.916099213467321,0.9961899587164711,"[32-256, 32-256, mean, mean, 32-512, mean]",696843
0.8659579255259309,0.8756483214562215,0.8659579255259309,0.8707761645348113,0.9876989223257389,"[256-64, 32-64, max, mean]",227499
0.9238384520193498,0.9244710680908546,0.9238384520193498,0.9241546517931771,0.9962981881474372,"[32-256, mean, 512-128, mean, mean]",1894219
0.8835639554505569,0.8883722992652594,0.8835639554505569,0.885961603373149,0.9932356640450025,"[128-32, 32-128, 32-64, mean, max]",188523
0.8372707841151985,0.8633432451149342,0.8372707841151985,0.8501071535028742,0.9859386134255334,"[256-512, mean, 512-128, mean, 512-128, mean]",5416843
0.8930700866239172,0.8954923410398851,0.8930700866239172,0.8942795735993978,0.9937119425793712,"[512-32, 32-64, mean, 32-64, mean]",261099
0.9168635392057599,0.9188415277273392,0.9168635392057599,0.9178514678164454,0.9953674440548568,"[256-512, mean, mean, 32-512, mean]",1797803
0.8885138935763303,0.8937611259688722,0.8885138935763303,0.8911297855304166,0.9938055502938511,"[256-512, mean, 512-128, mean, 512-128, mean]",5416843
0.9114073574080324,0.9151318235603854,0.9114073574080324,0.9132657932352188,0.9959634703435597,"[32-256, mean, mean, 32-512, mean]",482155
0.8886826414669816,0.8899694711249884,0.8886826414669816,0.8893255907944524,0.9937825291506333,"[256-512, mean, 512-128, mean, 512-128, mean]",5416843
0.907244909438632,0.9114232605329343,0.907244909438632,0.9093292851497945,0.9952439760888409,"[512-32, 128-32, 32-64, 512-128, mean, 512-128, mean]",2425291
0.9125323433457082,0.9155797665386544,0.9125323433457082,0.9140535149480347,0.9955302696013802,"[32-256, mean, mean, 32-512, mean]",482155
0.9002137473281584,0.9051945076152526,0.9002137473281584,0.9026972570109746,0.9949484333036285,"[256-512, mean, 512-128, mean, 512-128, mean]",5416843
0.9044886938913264,0.9057936555783497,0.9044886938913264,0.9051407043869375,0.9943353544099935,"[32-256, mean, 512-128, mean, mean]",1894219
0.8900326245921926,0.906027752630402,0.8900326245921926,0.8979589649140866,0.9937038722069129,"[512-32, 128-32, 32-64, 512-128, mean, 512-128, mean]",2425291
0.8767577905276184,0.8855905954772862,0.8767577905276184,0.8811520582066598,0.9926198948162828,"[256-512, mean, 512-128, mean, 512-128, mean]",5416843
0.8815389807627405,0.8902013490617033,0.8815389807627405,0.8858489889466237,0.9934918861101142,"[512-32, 128-32, 32-64, 512-128, mean, 512-128, mean]",2425291
0.8973450331870851,0.9033525397233678,0.8973450331870851,0.9003387653013897,0.9945931616307884,"[256-64, 32-64, 512-128, mean, mean]",1158251
0.8794015074811565,0.8849305877652248,0.8794015074811565,0.8821573840816528,0.9915982798548632,"[32-256, mean, max, max]",101323
0.754528068399145,0.7828632303053208,0.754528068399145,0.7684345312488178,0.9733289633660205,"[32-256, mean, mean, mean, mean]",78795
0.909101136235797,0.9106530587053018,0.909101136235797,0.9098764357154183,0.9960197534950659,"[32-256, 32-256, 128-128, 512-128, mean, 512-128, mean]",3234923
0.9070199122510969,0.9094391697361611,0.9070199122510969,0.9082279299452886,0.9950815751488896,"[32-256, mean, mean, 32-512, mean]",482155
